bucket,total,--,AD,AE,AO,AR,AT,AU,AZ,BA,BD,BE,BG,BO,BR,BY,CA,CH,CL,CM,CN,CO,CZ,DE,DK,EC,EG,ES,ET,FI,FR,GB,GH,GR,HK,HR,HU,ID,IE,IL,IN,IR,IS,IT,JO,JP,KE,KH,KM,KR,KY,KZ,LB,LK,LT,LU,MA,MC,MD,MK,MN,MT,MV,MX,MY,NA,NL,NO,NP,NZ,OM,PA,PE,PH,PK,PL,PT,QA,RE,RO,RS,RU,RW,SD,SE,SG,SI,SK,SN,SY,TH,TN,TR,TT,TW,TZ,UA,UG,US,UY,UZ,VE,VI,VN,ZA,ZW
2022-04-19T12,131,2,0,0,0,2,0,3,0,0,0,1,0,0,1,0,3,0,0,0,14,0,0,6,0,0,0,0,0,0,7,2,0,0,19,0,1,1,0,0,1,1,0,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,1,0,0,0,0,5,0,0,0,7,0,1,0,0,8,0,0,0,7,0,0,0,19,0,0,0,0,0,0,0
2022-04-19T13,150,2,0,0,0,2,1,0,0,0,0,1,0,0,1,0,2,1,0,0,16,0,0,14,0,0,1,0,0,0,9,7,0,0,22,0,0,1,0,0,1,0,0,7,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,8,0,0,0,0,9,0,0,0,1,0,1,0,20,0,0,0,0,5,0,0
2022-04-19T14,166,1,0,0,0,0,1,3,0,0,0,0,0,0,2,0,4,0,0,0,16,0,0,17,0,0,1,1,0,0,5,11,0,0,18,0,0,1,0,1,2,0,0,9,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,0,0,0,0,0,0,3,0,0,0,0,0,1,0,5,2,0,0,11,0,0,0,0,10,0,2,0,5,0,0,0,15,0,0,0,0,1,0,0
2022-04-19T15,202,2,1,0,0,1,4,0,0,0,0,1,0,0,4,0,6,0,0,0,13,0,0,28,0,0,0,2,0,0,9,12,0,0,15,0,0,1,0,1,2,0,0,18,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,1,0,0,0,0,0,1,0,2,1,0,0,0,0,3,0,0,1,11,0,0,0,0,13,0,0,0,6,0,0,0,24,0,0,0,0,2,0,0
2022-04-19T16,210,3,0,6,0,0,3,0,0,1,0,1,1,0,4,0,3,1,0,0,9,2,0,44,0,0,0,2,0,0,9,5,0,0,10,0,0,1,0,0,0,0,0,21,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,1,0,4,1,0,0,1,0,7,0,0,1,9,0,0,0,0,12,0,0,0,2,0,0,0,27,0,0,0,0,1,0,0
2022-04-19T17,221,2,0,1,0,1,3,0,0,1,0,3,0,0,2,0,6,0,0,0,8,1,0,58,0,0,0,2,0,0,13,9,0,0,6,0,0,0,1,1,3,0,0,16,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,6,6,0,0,0,0,12,0,1,0,1,0,0,0,29,0,0,0,0,1,0,0
2022-04-19T18,220,3,0,0,0,1,2,0,0,0,0,2,0,0,0,0,6,0,0,0,11,0,0,57,0,0,0,7,0,0,17,17,0,0,3,0,0,0,2,2,2,0,0,14,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,19,1,0,0,0,0,0,0,0,1,1,0,0,2,0,5,0,0,2,6,0,0,0,0,9,0,1,0,1,0,0,0,18,0,0,0,0,0,0,0
2022-04-19T19,224,2,0,0,0,0,4,0,0,1,0,1,0,0,0,0,5,1,0,0,10,0,0,65,0,0,0,5,0,0,13,16,0,1,0,0,0,0,0,1,1,0,0,26,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,1,0,0,0,0,0,1,0,1,1,0,0,1,0,4,0,0,0,5,0,0,0,0,7,0,0,0,2,0,0,0,24,0,0,0,0,0,1,0
2022-04-19T20,193,2,0,0,0,0,1,0,0,1,0,3,0,0,4,0,11,3,1,0,8,0,0,38,0,0,0,4,0,0,13,10,0,0,1,0,0,0,0,1,3,0,0,28,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3,0,0,0,5,0,0,0,0,6,0,1,1,0,0,0,0,20,0,0,0,0,1,0,0
2022-04-19T21,174,2,0,0,0,1,1,0,0,0,0,0,0,0,6,0,4,1,1,0,11,0,0,31,0,0,0,1,0,0,10,9,0,0,2,0,0,0,1,1,1,0,0,23,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8,1,0,0,0,0,0,0,0,0,3,0,0,2,0,4,0,0,1,8,0,0,0,0,1,0,2,0,0,0,0,0,27,0,0,0,0,1,0,1
2022-04-19T22,153,2,0,0,0,0,1,1,0,0,0,0,0,0,6,0,14,0,0,0,9,0,0,22,1,0,0,1,0,0,6,6,0,0,2,0,0,0,0,1,0,0,0,13,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,2,0,0,1,0,2,1,0,0,8,0,0,0,0,0,0,1,0,1,0,0,0,35,0,0,0,0,1,1,0
2022-04-19T23,158,2,0,0,0,0,1,2,0,0,0,0,0,0,6,0,33,2,0,0,9,0,0,11,0,0,0,1,0,0,4,5,0,1,3,0,0,0,0,0,0,0,0,6,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,0,0,0,7,0,0,0,0,1,0,0,0,1,0,0,0,39,0,0,0,0,1,0,0
2022-04-20T00,140,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,27,0,1,0,10,0,0,7,0,0,0,0,0,1,2,1,0,0,4,0,0,0,0,0,1,0,0,3,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,45,0,0,0,0,2,0,0
2022-04-20T01,133,1,0,0,0,1,0,2,0,0,0,0,0,0,3,0,14,1,3,0,11,0,1,6,0,0,0,0,0,0,2,4,0,0,3,0,0,0,0,0,1,0,0,1,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,2,0,4,0,0,0,9,0,0,0,0,1,0,0,0,2,0,0,0,47,0,0,0,0,0,0,0
2022-04-20T02,127,2,0,0,0,1,1,0,0,0,0,0,0,0,3,0,5,0,2,0,14,0,0,3,0,0,0,1,0,0,3,1,0,0,2,0,0,0,0,0,4,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,4,0,1,0,6,0,0,0,55,1,0,0,0,0,0,0
2022-04-20T03,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,13,0,0,5,0,0,0,0,0,0,4,3,0,0,3,0,0,3,0,0,3,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0,0,8,0,0,0,0,7,0,0,0,5,0,0,0,36,0,0,0,0,3,0,0
2022-04-20T04,99,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,15,0,0,4,0,0,0,0,0,0,2,4,0,0,4,0,0,2,0,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,9,0,0,0,0,6,0,0,0,9,0,1,0,22,0,0,1,0,1,0,0
2022-04-20T05,85,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,10,1,0,4,0,0,0,0,0,0,4,3,0,0,5,0,0,2,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,1,0,0,7,0,0,0,0,2,0,0,0,3,0,0,0,24,0,0,1,0,1,0,0
2022-04-20T06,78,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,10,0,0,4,0,0,0,0,0,0,3,1,0,0,8,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,7,0,0,0,0,3,0,0,0,5,0,0,0,15,0,0,0,0,5,0,0
2022-04-20T07,98,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,3,0,0,0,13,0,0,11,0,0,0,0,0,0,5,2,0,0,11,0,0,0,0,1,0,0,0,1,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,7,0,0,0,0,1,0,0,0,3,0,0,0,20,0,0,0,0,1,0,0
2022-04-20T08,107,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,16,0,0,15,0,0,0,0,0,1,5,3,0,0,14,0,0,1,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,5,0,0,0,2,0,0,0,15,0,0,0,0,1,0,0
2022-04-20T09,114,2,0,0,0,0,0,5,0,0,0,0,0,0,2,0,1,1,0,0,8,0,0,16,0,0,0,4,0,0,4,4,0,0,13,1,0,0,1,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,4,0,0,0,4,0,0,0,17,1,0,0,0,1,0,0
2022-04-20T10,95,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,9,0,0,11,0,0,0,3,0,0,3,5,0,0,4,1,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,6,0,0,0,0,3,0,1,0,2,0,0,0,12,1,0,0,0,2,0,0
2022-04-20T11,120,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,10,0,0,16,0,0,0,2,0,0,7,4,0,0,8,0,0,1,0,0,0,0,0,5,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,0,0,0,10,0,0,0,0,6,0,0,0,9,0,0,0,13,0,0,0,0,1,1,0
2022-04-20T12,147,2,0,0,0,0,1,2,0,0,0,0,0,0,3,0,1,0,0,0,8,0,0,16,0,0,0,2,0,0,6,5,0,0,15,0,0,0,0,0,3,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,0,0,0,13,0,0,0,0,11,0,0,0,12,0,0,0,17,0,0,0,0,0,0,0
2022-04-20T13,191,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,16,0,1,12,0,0,0,3,0,0,8,5,0,0,9,0,0,1,0,0,1,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,10,1,0,0,0,0,0,2,0,0,1,0,1,1,0,6,1,0,1,9,0,0,0,0,12,0,1,0,11,0,1,0,47,1,0,0,0,0,0,0
2022-04-20T14,145,3,0,0,0,0,0,1,0,0,0,1,0,0,2,0,3,1,0,0,10,0,0,13,0,1,0,3,0,0,8,6,0,0,10,0,0,1,0,1,1,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5,0,0,0,0,0,0,2,0,1,0,0,1,0,0,5,0,0,2,6,0,0,0,0,18,0,0,0,5,0,0,0,21,1,0,0,0,0,0,0
2022-04-20T15,182,1,0,0,0,0,3,0,0,0,0,0,2,0,1,0,4,0,0,0,8,0,0,43,0,1,0,3,0,0,12,10,0,0,9,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,10,1,0,0,0,0,0,0,0,2,0,0,0,1,0,3,1,0,3,6,0,0,0,0,15,0,1,0,5,0,0,0,18,0,0,0,1,0,0,0
2022-04-20T16,247,2,0,0,0,0,3,0,0,0,0,0,0,0,5,0,9,1,0,0,12,0,0,60,0,0,0,9,0,0,18,11,0,0,8,0,0,0,0,0,2,0,0,16,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,5,2,0,0,0,0,0,2,0,2,0,0,0,2,0,7,0,0,12,8,0,0,0,0,15,0,1,0,1,0,0,0,25,0,0,0,0,0,0,0
2022-04-20T17,265,5,0,1,0,0,3,1,0,0,0,1,0,0,5,0,8,1,0,0,10,0,0,78,0,0,0,12,0,0,14,11,0,0,6,0,0,0,0,1,2,0,0,14,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,18,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,6,8,0,0,0,0,13,0,2,0,1,0,0,0,27,0,0,0,0,0,0,0
2022-04-20T18,284,3,0,0,0,0,3,0,0,1,0,3,0,0,4,0,7,0,0,0,7,2,0,82,0,0,0,7,0,0,11,26,0,0,9,0,0,0,0,1,1,1,0,18,0,6,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,22,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,4,7,0,0,0,0,10,0,3,0,2,0,0,0,31,0,0,0,0,1,1,0
2022-04-20T19,218,1,0,0,0,0,1,0,0,2,0,2,0,0,2,0,7,0,0,0,10,3,0,50,0,0,0,8,0,0,7,17,0,0,4,1,0,0,1,0,1,0,0,19,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,0,8,0,2,0,1,0,0,0,35,0,0,0,0,1,0,0
2022-04-20T20,207,2,0,2,0,1,1,1,0,1,0,0,0,0,2,0,6,3,0,0,10,1,0,44,0,0,0,10,0,0,9,17,0,0,3,0,1,0,0,0,1,0,0,29,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5,0,0,3,5,0,0,0,0,3,0,0,0,1,0,1,0,24,0,0,0,0,1,0,0
2022-04-20T21,193,1,0,0,0,0,2,0,0,0,0,3,0,0,1,0,7,3,0,0,10,1,0,36,0,0,0,5,0,0,8,20,0,0,3,0,0,0,0,0,1,0,0,22,0,6,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,1,0,0,2,0,4,0,0,0,6,0,0,0,1,3,0,0,0,0,0,0,0,36,0,0,0,0,1,0,0
2022-04-20T22,143,1,0,0,0,2,2,1,0,0,0,1,0,0,1,0,13,1,0,0,10,0,0,16,0,0,0,0,0,0,6,10,0,1,1,0,0,1,0,0,0,0,0,16,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,7,0,0,0,0,2,0,0,0,1,0,0,0,25,0,0,0,0,1,0,1
2022-04-20T23,160,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,25,1,1,0,8,0,0,9,0,0,0,1,0,0,4,9,0,0,2,0,0,0,0,0,1,0,0,6,0,6,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,9,0,0,1,0,3,0,0,0,2,0,0,0,48,0,0,0,0,5,0,0
2022-04-21T00,134,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,0,2,0,10,0,0,7,0,0,0,0,0,0,4,7,0,0,4,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,1,0,0
2022-04-21T01,148,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,11,0,0,0,11,1,0,7,0,0,0,0,0,0,5,4,0,0,3,0,0,0,0,0,1,0,0,1,0,7,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,2,9,0,0,0,0,0,0,0,0,1,0,0,0,72,0,0,0,0,1,0,0
2022-04-21T02,156,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10,0,0,0,17,1,0,5,0,0,0,0,0,0,4,3,0,0,4,0,0,1,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,6,0,0,0,0,1,0,0,0,3,0,0,0,81,0,0,0,0,1,0,0
2022-04-21T03,119,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,9,0,0,0,14,0,0,3,0,0,0,0,0,0,3,3,0,0,4,0,0,1,0,0,2,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,7,0,0,0,0,3,0,1,0,3,0,0,0,45,0,0,0,0,0,0,0
2022-04-21T04,163,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,4,0,0,0,10,0,0,7,0,0,0,0,0,0,3,3,0,0,3,0,0,1,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,4,0,0,1,5,0,0,0,0,4,0,0,0,14,0,0,0,89,0,0,0,0,0,0,0
2022-04-21T05,99,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,9,1,0,7,0,0,0,0,0,0,3,3,0,0,4,0,0,1,0,3,2,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,9,0,0,0,0,1,0,1,0,3,0,0,0,26,0,0,0,0,2,0,0
2022-04-21T06,105,0,0,1,0,2,0,3,0,0,0,0,0,0,1,0,4,0,1,0,10,0,0,5,0,0,0,0,0,2,5,1,0,0,2,0,0,1,0,1,2,0,0,5,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,2,0,0,0,2,0,0,0,30,0,0,0,0,1,0,0
2022-04-21T07,132,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,10,0,0,10,0,0,0,0,0,0,10,6,0,0,7,0,0,0,0,2,1,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,9,0,0,0,1,3,0,0,0,3,0,0,0,45,0,0,0,0,0,0,0
2022-04-21T08,150,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,11,0,0,11,0,0,0,0,0,0,6,3,0,0,14,0,0,1,4,2,2,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,1,0,0,8,0,0,0,0,5,0,0,0,4,0,0,0,42,0,0,0,0,0,0,0
2022-04-21T09,184,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,1,11,0,0,13,0,0,0,4,0,0,7,4,0,0,5,0,0,0,0,0,1,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,1,0,0,4,0,5,0,0,0,7,0,0,0,0,3,0,0,0,13,0,0,0,73,0,0,0,0,0,0,0
2022-04-21T10,161,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,1,6,0,0,21,2,0,1,1,0,1,6,5,0,1,24,0,0,1,0,0,6,0,0,2,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,0,1,7,0,0,0,0,4,0,1,0,7,0,0,0,36,0,0,0,0,0,0,0
2022-04-21T11,144,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,6,0,0,12,0,0,1,2,0,0,11,8,0,0,11,0,0,1,0,0,1,0,0,3,0,6,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,4,0,0,0,8,0,0,0,0,4,0,5,0,6,0,0,0,40,0,0,0,0,1,0,0
2022-04-21T12,147,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,5,0,0,0,9,0,0,22,0,0,0,0,0,0,9,8,0,0,10,0,0,2,0,0,0,0,0,4,0,6,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,19,0,0,0,0,1,0,2,0,9,0,0,0,24,0,0,0,0,0,0,0
2022-04-21T13,162,1,0,1,0,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,14,1,0,20,0,0,0,3,0,0,11,5,0,0,20,0,0,2,0,0,2,0,0,7,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,6,0,0,0,0,3,0,1,0,11,0,1,0,26,0,0,0,0,1,0,0
2022-04-21T14,196,1,0,2,0,0,0,4,0,0,0,0,0,0,3,0,2,1,0,0,17,1,0,25,0,0,0,3,0,0,7,9,0,0,13,0,0,0,0,0,4,0,0,7,0,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,2,0,0,9,0,0,0,0,7,0,1,0,8,0,0,0,29,0,0,0,0,0,0,0
2022-04-21T15,244,1,0,1,0,0,2,0,0,0,0,1,0,0,2,1,5,0,1,0,10,0,0,38,1,0,0,2,0,0,9,11,0,0,12,0,1,0,0,0,3,0,0,14,0,8,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,3,7,0,0,0,0,10,0,1,0,4,0,0,0,58,0,0,0,0,1,0,0
2022-04-21T16,231,0,0,9,0,0,4,0,0,0,0,1,0,0,0,0,7,0,0,0,5,0,0,48,1,0,0,5,0,0,14,11,0,0,7,0,0,1,0,0,3,0,0,15,0,10,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,0,0,0,0,0,0,1,0,2,0,0,0,1,0,9,1,0,9,7,0,0,0,0,6,0,4,0,2,0,0,0,29,0,0,0,0,0,0,0
2022-04-21T17,252,1,0,8,0,0,1,0,0,0,0,3,0,0,0,0,4,2,0,0,11,0,0,55,2,0,0,8,0,0,14,15,0,0,9,0,0,0,3,1,0,0,0,20,0,5,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,1,0,0,0,2,0,6,0,0,7,6,0,0,0,0,11,0,3,0,1,0,2,0,28,0,0,0,0,8,0,0
2022-04-21T18,248,1,0,2,0,0,0,0,0,1,0,2,0,0,1,0,14,1,0,0,9,0,0,68,1,0,0,2,0,0,14,30,0,0,3,0,0,0,1,1,2,0,0,15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,3,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,4,7,0,0,0,0,7,0,2,0,0,0,0,0,26,0,0,0,0,0,0,0
2022-04-21T19,285,4,0,1,0,0,2,0,0,1,0,5,0,0,3,0,8,3,0,0,10,0,0,57,2,0,0,7,0,0,12,24,0,2,2,0,0,0,1,1,3,1,0,28,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,17,2,0,0,0,0,0,0,0,1,2,0,0,1,0,7,0,0,5,8,0,0,0,0,5,0,3,0,0,0,2,0,47,0,0,0,0,0,0,0
2022-04-21T20,246,1,0,0,0,0,1,0,0,1,0,1,0,1,2,0,4,3,0,0,20,1,0,42,1,0,0,1,0,0,15,13,0,1,3,0,0,2,0,1,3,0,0,26,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14,1,0,0,0,0,2,0,0,1,2,0,0,3,0,6,0,0,2,11,0,0,0,0,4,0,2,0,1,0,1,0,40,0,0,0,0,2,0,0
2022-04-21T21,220,0,0,0,0,2,1,0,0,1,0,1,0,0,2,0,8,2,1,0,16,0,0,20,0,0,0,1,0,0,11,16,0,1,3,0,0,1,0,0,2,0,0,28,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,1,0,0,2,1,0,0,1,0,3,0,0,0,6,0,0,0,0,5,0,0,0,1,0,0,0,56,0,0,0,0,3,0,0
2022-04-21T22,153,0,0,0,0,2,1,0,0,0,0,1,0,0,3,0,9,1,0,0,6,1,0,22,0,0,0,2,0,0,9,9,0,1,3,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10,0,0,0,0,0,0,0,0,1,2,0,0,1,0,3,0,0,0,7,0,0,0,0,2,0,1,0,2,0,0,0,34,0,0,0,0,1,0,0
2022-04-21T23,168,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0,16,0,0,0,11,0,0,16,0,0,0,3,0,0,7,4,0,0,5,0,0,0,0,0,1,0,0,7,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,67,0,0,0,0,2,0,0
2022-04-22T00,97,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,13,0,0,0,8,0,0,13,0,0,0,2,0,0,2,2,0,0,2,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,1,0,0,0,0,2,0,0,0,28,0,0,0,0,2,0,0
