bucket,total,--,AD,AE,AR,AT,AU,BA,BB,BE,BN,BR,BY,CA,CH,CL,CN,CO,CZ,DE,DK,EC,EG,ES,FI,FR,GB,GR,GY,HK,HU,ID,IE,IL,IN,IQ,IR,IS,IT,JM,JP,KH,KR,KZ,LA,LK,MK,MM,MO,MT,MX,MY,NA,NL,NO,NZ,PE,PH,PL,PT,RO,RS,RU,SE,SG,SI,SK,TH,TR,TW,UA,US,VN,ZA
2021-09-22T14,116,0,0,0,0,0,2,1,0,0,0,1,0,4,1,0,3,0,0,17,0,0,0,0,0,2,6,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,4,2,0,5,1,0,0,3,1,0,0,0,3,2,2,0,0,22,0,20,0,6,0,0
2021-09-22T15,124,0,0,0,0,0,1,1,0,0,0,1,0,7,0,0,4,0,0,24,0,0,0,2,0,7,7,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,3,0,7,0,0,0,1,1,0,0,0,3,3,1,0,0,19,0,11,0,5,0,0
2021-09-22T16,143,0,1,0,2,0,1,0,0,2,0,0,0,9,1,1,0,0,0,34,0,0,0,6,0,5,6,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,9,2,0,10,0,0,0,1,1,0,1,0,2,4,0,0,0,20,1,2,0,9,0,0
2021-09-22T17,133,0,0,0,1,0,1,1,0,1,0,0,0,5,0,1,1,0,0,50,0,0,0,5,0,2,9,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,0,0,0,0,2,0,0,0,1,8,0,0,2,5,1,1,0,6,0,0
2021-09-22T18,182,0,0,4,1,0,1,1,0,0,0,0,0,3,3,0,0,0,0,39,0,0,0,1,0,12,42,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,22,0,0,0,0,1,1,1,0,2,7,0,0,0,19,0,0,0,5,0,0
2021-09-22T19,153,0,0,0,0,0,1,2,0,1,0,2,0,8,2,1,0,0,0,29,1,0,0,4,0,6,32,0,0,1,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,2,0,0,0,1,0,0,14,0,0,0,0,0,1,0,0,1,6,0,0,0,7,0,3,0,11,0,0
2021-09-22T20,132,0,0,2,0,0,1,1,0,1,0,2,0,10,3,0,0,0,0,30,1,0,0,2,0,6,14,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,0,0,0,0,1,1,0,0,2,2,0,0,0,5,0,0,1,14,0,0
2021-09-22T21,104,0,0,3,1,0,1,0,0,1,0,1,0,9,4,1,0,0,0,18,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,2,0,0,0,1,0,0,9,0,0,0,0,1,2,0,0,1,1,0,0,0,2,0,4,0,12,0,2
2021-09-22T22,110,0,0,0,3,0,1,0,1,1,0,2,0,9,1,8,0,0,0,6,0,0,0,1,0,3,10,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,1,0,0,13,0,0,0,0,1,3,0,0,0,0,0,0,0,3,0,4,0,26,0,0
2021-09-22T23,91,0,0,0,0,0,2,0,0,0,0,2,0,21,1,0,0,1,0,5,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,2,0,28,0,0
2021-09-23T00,62,0,0,0,0,0,5,0,0,0,0,2,0,9,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,5,0,24,0,0
2021-09-23T01,55,0,0,0,1,0,3,0,0,1,0,1,0,14,0,0,1,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,0,0
2021-09-23T02,42,0,0,0,0,0,1,0,1,0,0,1,0,5,0,0,1,2,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,17,0,0
2021-09-23T03,40,0,0,0,1,0,1,0,0,0,0,0,0,8,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,6,0,13,0,0
2021-09-23T04,29,0,0,0,1,0,3,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,7,0,0
2021-09-23T05,34,0,0,0,0,0,7,0,0,0,0,1,0,2,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,3,0,1,0,0,0,0,0,0,1,0,0,1,0,6,0,3,0,0
2021-09-23T06,36,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,0,0,0,0,0,1,3,0,0,3,0,3,0,9,0,0
2021-09-23T07,41,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,1,2,0,0,0,3,0,5,0,4,0,0
2021-09-23T08,61,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,3,0,0,0,4,0,8,0,2,0,0
2021-09-23T09,61,0,0,0,0,0,8,0,0,1,0,0,0,0,1,0,0,0,0,8,0,0,0,2,0,7,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,2,0,0,0,7,0,5,0,2,0,0
2021-09-23T10,68,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,8,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,2,1,1,0,0,1,2,0,0,0,14,0,7,0,5,0,0
2021-09-23T11,75,0,0,0,0,0,6,0,0,0,0,2,0,1,1,0,1,0,0,10,0,0,0,0,0,3,4,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,2,0,0,0,1,3,1,0,0,12,0,15,0,1,0,0
2021-09-23T12,102,0,0,0,2,0,1,0,0,0,0,0,0,3,0,3,1,0,0,15,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,4,0,0,0,3,0,0,0,0,0,1,10,0,0,28,0,11,0,4,0,0
2021-09-23T13,116,0,0,0,0,0,1,0,0,0,0,1,0,5,2,1,2,0,0,12,0,0,0,1,0,5,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,1,0,0,0,0,1,6,0,9,0,0,0,1,0,0,0,0,2,2,2,0,0,32,0,8,0,8,0,0
2021-09-23T14,106,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,27,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,10,0,4,0,0,0,4,0,1,0,0,0,3,1,0,0,19,0,6,0,4,0,0
2021-09-23T15,148,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,3,0,0,39,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,6,1,6,1,0,0,3,0,1,1,0,3,6,1,0,0,24,1,8,0,9,0,0
2021-09-23T16,151,0,0,3,1,0,1,0,0,0,0,0,1,3,2,0,0,1,0,35,0,0,0,5,0,11,9,0,0,0,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,3,0,9,0,0,0,2,0,0,0,0,1,15,0,0,0,19,1,5,0,7,0,0
2021-09-23T17,179,0,0,1,1,0,0,0,0,2,0,0,1,7,1,2,0,0,0,42,1,0,0,3,0,7,21,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,2,3,0,20,0,0,1,1,1,0,1,1,1,8,0,0,0,21,1,2,0,8,0,0
2021-09-23T18,171,0,0,2,1,0,0,1,0,1,0,0,1,5,1,0,0,0,0,52,1,0,0,6,1,14,28,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,16,0,0,0,0,1,1,1,0,2,2,0,0,0,13,0,2,0,10,0,0
2021-09-23T19,159,0,0,2,1,1,0,1,0,1,0,1,1,9,2,1,0,0,0,33,0,0,0,4,0,9,17,0,0,0,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,2,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,7,0,0,0,8,0,5,0,14,0,0
2021-09-23T20,126,0,0,0,1,2,0,0,0,0,0,0,0,12,1,0,0,0,0,29,0,0,0,0,0,6,13,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,1,0,0,3,0,0,0,6,2,1,0,15,0,0
2021-09-23T21,102,0,0,0,2,0,0,0,0,0,0,1,0,7,2,1,0,0,0,18,0,0,0,2,0,2,10,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,3,0,13,0,2
2021-09-23T22,85,0,0,0,11,0,0,0,0,0,0,2,0,6,2,0,0,0,0,13,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,3,0,18,0,0
2021-09-23T23,91,0,0,0,10,0,2,0,0,0,0,1,0,13,1,1,1,0,0,11,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,2,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,27,0,0
2021-09-24T00,62,0,0,0,1,0,2,0,0,0,0,3,0,9,0,0,0,0,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,24,0,0
2021-09-24T01,59,1,0,0,0,0,2,0,1,0,0,0,0,11,0,0,2,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,27,0,0
2021-09-24T02,50,0,0,0,1,0,4,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,8,0,22,0,0
2021-09-24T03,35,0,0,0,1,0,4,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,2,0,0,1,0,5,0,5,0,0
2021-09-24T04,43,0,0,5,1,0,8,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,5,0,8,0,0
2021-09-24T05,36,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,6,0,7,0,0
2021-09-24T06,29,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,6,0,1,0,2,2,0
2021-09-24T07,50,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,4,4,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,2,2,0,0,0,0,3,0,0,0,5,0,3,0,1,1,0
2021-09-24T08,57,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,6,4,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,1,0,0,0,0,1,2,3,0,0,8,0,5,0,1,0,0
2021-09-24T09,77,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,1,0,1,1,0,1,5,1,0,0,12,0,4,0,3,1,0
2021-09-24T10,70,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,1,0,0,10,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,2,0,0,0,0,0,2,1,0,0,10,0,11,0,1,0,0
2021-09-24T11,77,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,0,8,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,4,0,0,0,0,1,4,6,0,0,17,0,9,0,1,0,0
2021-09-24T12,104,0,0,4,0,0,2,0,0,1,0,0,0,1,2,0,5,0,0,5,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,10,0,4,0,0,0,3,1,0,0,0,0,3,0,0,0,33,0,11,0,2,0,0
2021-09-24T13,133,0,0,0,1,0,1,1,0,0,0,1,0,3,2,0,7,0,0,13,0,0,0,0,0,4,10,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,9,0,7,0,0,0,2,0,2,0,0,3,3,2,0,0,25,0,28,0,1,0,0
2021-09-24T14,124,0,0,1,0,0,0,1,0,0,0,2,0,4,2,1,2,0,0,16,0,0,1,3,0,4,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,2,0,0,0,0,4,2,1,0,0,26,0,12,0,3,0,0
2021-09-24T15,132,0,0,0,1,0,0,0,0,1,0,1,0,3,1,0,4,0,0,26,0,0,0,1,0,7,4,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,8,0,11,1,0,0,2,0,0,1,0,0,3,0,0,0,34,1,10,0,4,0,0
2021-09-24T16,126,0,0,0,0,0,0,0,0,1,0,1,0,2,3,0,2,0,0,27,0,0,0,4,0,10,12,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,1,1,0,0,0,2,4,0,0,0,16,1,8,0,7,0,0
2021-09-24T17,158,0,0,0,1,0,0,1,0,3,0,0,0,3,1,0,1,0,0,40,1,0,0,5,0,6,19,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,4,0,15,0,0,0,2,1,0,0,0,1,3,0,0,0,27,1,3,0,6,0,0
2021-09-24T18,160,0,0,0,1,0,0,0,0,1,0,0,0,9,0,1,0,0,0,35,0,0,0,3,0,5,21,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,2,0,21,0,0,0,1,0,1,3,0,2,8,0,0,0,19,2,3,1,8,0,0
2021-09-24T19,156,0,1,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,46,0,0,0,5,0,9,11,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,1,0,22,0,0,0,0,1,0,1,0,1,6,0,0,0,12,2,1,0,11,0,0
2021-09-24T20,107,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,34,0,0,0,1,0,9,10,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,5,0,0,0,3,0,0,0,2,2,1,0,6,0,0
2021-09-24T21,112,0,0,0,0,0,0,0,0,0,0,1,0,4,2,2,0,0,0,33,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,0,1,0,9,0,4,0,0,0,2,0,0,0,3,0,0,0,6,0,2,0,5,0,3
2021-09-24T22,89,0,0,0,1,0,1,0,1,1,0,1,0,6,1,0,0,0,0,17,0,0,0,0,0,3,13,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,1,1,0,0,0,2,1,2,0,14,0,0
2021-09-24T23,76,0,0,0,1,0,2,0,4,0,0,0,0,5,1,0,0,0,0,11,0,0,0,0,0,3,8,0,0,1,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,1,1,0,7,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,11,0,0
2021-09-25T00,72,0,0,0,0,0,1,0,0,1,0,1,0,20,0,0,0,0,0,5,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,6,0,0,1,1,0,0,0,0,1,1,0,0,0,2,1,3,0,18,0,0
2021-09-25T01,58,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,1,0,0,3,0,0,0,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,1,0,21,0,0
2021-09-25T02,55,0,0,0,0,0,6,0,0,0,0,0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,0,14,0,0
2021-09-25T03,47,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,3,0,0,1,0,0,1,1,0,0,1,0,5,0,16,0,0
2021-09-25T04,45,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,4,0,0,0,0,0,1,2,0,0,5,0,7,0,12,0,0
2021-09-25T05,50,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,8,0,2,0,2,0,1,0,0,0,0,0,1,1,0,0,7,0,7,0,8,0,0
2021-09-25T06,48,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,2,0,3,2,0,0,0,0,2,1,0,0,6,0,9,0,3,0,0
2021-09-25T07,84,0,0,0,0,1,3,0,0,0,0,0,0,3,1,0,0,0,0,9,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,5,0,24,0,0,0,4,0,0,0,0,0,9,0,0,0,4,0,8,0,2,0,0
2021-09-25T08,71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,10,2,0,0,2,1,3,2,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,8,0,0,0,1,0,0,1,0,1,6,6,0,0,5,0,9,0,2,0,0
2021-09-25T09,81,0,1,0,0,0,3,0,0,0,0,0,0,2,1,0,1,0,0,12,0,0,0,4,0,1,7,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,0,2,0,0,0,0,0,1,2,0,0,9,2,9,0,4,0,0
2021-09-25T10,83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,13,0,0,0,1,0,3,11,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,9,0,8,0,0,0,3,0,1,1,0,1,1,1,0,0,10,1,9,0,0,0,0
2021-09-25T11,84,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,9,0,0,0,3,0,6,8,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,1,0,8,0,0,0,3,0,2,0,0,1,2,3,0,0,12,1,8,0,3,0,0
2021-09-25T12,95,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,3,0,0,12,0,0,0,0,0,5,5,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,2,0,8,0,0,0,8,0,1,1,0,2,4,1,0,0,14,1,12,0,2,0,0
2021-09-25T13,121,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,7,10,0,0,1,0,1,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,4,0,6,0,0,0,10,0,2,0,0,0,3,4,0,0,24,1,16,0,3,0,0
2021-09-25T14,127,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,15,0,0,0,2,0,7,6,0,0,1,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,10,0,0,0,0,3,5,2,0,0,25,0,19,0,5,0,0
2021-09-25T15,129,0,0,0,2,0,1,1,0,1,0,0,0,2,2,1,3,0,0,19,0,0,0,2,0,5,11,2,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,7,0,9,0,0,0,6,0,1,0,0,1,1,3,0,0,19,0,9,0,7,0,0
2021-09-25T16,127,0,0,0,1,0,0,0,0,2,0,1,0,1,2,1,1,0,0,20,0,0,0,4,1,5,6,0,0,2,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,7,0,0,0,0,1,4,2,0,0,17,1,9,0,17,0,0
2021-09-25T17,125,0,0,0,1,0,0,1,0,1,0,1,0,1,3,0,0,0,0,23,0,0,0,7,1,4,10,2,0,1,0,1,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,1,3,0,7,0,0,0,4,0,1,0,0,1,4,1,0,0,22,1,3,0,9,0,0
2021-09-25T18,109,1,0,0,0,0,0,1,0,0,0,0,0,3,2,1,1,0,0,19,0,0,0,3,0,2,6,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,1,0,0,0,0,1,3,2,1,0,22,1,5,1,7,0,0
2021-09-25T19,128,0,0,0,1,1,0,0,0,1,0,1,0,3,0,0,0,1,0,31,1,0,0,3,0,9,10,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,4,1,0,0,19,0,3,0,11,0,0
2021-09-25T20,109,0,0,0,0,1,0,0,0,0,0,0,1,5,3,0,1,0,0,24,0,0,0,3,1,6,13,0,0,0,0,1,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,1,0,0,3,0,0,0,10,3,3,0,5,0,0
2021-09-25T21,100,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1,0,0,0,19,0,1,0,2,0,5,10,0,0,0,0,0,0,2,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,1,0,0,0,6,2,2,0,16,0,0
2021-09-25T22,80,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,9,0,0,0,0,0,5,14,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,1,1,0,0,3,0,0,0,2,1,1,0,17,0,0
2021-09-25T23,62,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,9,0,0,0,1,0,4,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0,15,0,0
