bucket,total,--,AD,AE,AO,AR,AT,AU,BA,BB,BD,BE,BF,BG,BH,BO,BR,BY,CA,CH,CL,CM,CN,CO,CR,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GE,GR,GT,GY,HK,HR,HU,ID,IE,IL,IN,IQ,IR,IT,JE,JP,KE,KG,KH,KR,KW,KZ,LT,LU,LV,MA,MD,MM,MQ,MU,MX,MY,NG,NL,NO,NP,NZ,PE,PH,PK,PL,PT,PY,RO,RS,RU,RW,SA,SE,SG,SI,SK,SN,SR,TH,TM,TN,TR,TT,TW,UA,US,UY,UZ,VE,VN,ZA,ZM,ZW
2023-02-07T12,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,6,4,0,0,0,0,6,0,0,1,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,1,0,0,0,0,0,0,5,0,0,3,5,0,0,0,0,1,0,0,0,0,4,0,11,0,0,1,0,0,0,0
2023-02-07T13,105,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,9,0,0,0,11,1,1,0,0,0,0,1,0,6,6,0,0,0,0,5,0,0,1,1,0,0,0,0,5,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,1,0,0,1,0,0,0,1,0,0,3,5,0,0,0,0,4,0,0,0,0,8,1,16,0,0,1,0,0,0,0
2023-02-07T14,128,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,5,1,0,0,12,0,0,0,0,0,0,0,0,6,11,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,3,0,0,3,5,1,0,0,0,7,0,0,0,0,10,0,27,0,0,0,2,0,0,0
2023-02-07T15,139,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6,1,0,1,5,0,0,0,14,1,0,0,0,0,0,2,1,9,11,0,0,0,0,5,0,0,1,0,0,1,0,0,10,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,1,0,0,1,0,1,0,4,0,0,3,5,1,0,0,0,6,0,0,0,0,9,0,21,0,0,0,1,0,0,0
2023-02-07T16,148,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,4,0,0,0,29,1,0,0,0,0,0,4,2,18,10,0,0,0,0,2,0,0,1,0,0,1,0,0,10,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,0,0,0,1,0,0,1,0,0,0,6,0,0,1,5,0,0,0,0,8,0,0,1,0,6,0,20,0,0,0,0,0,0,0
2023-02-07T17,155,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,23,0,0,0,0,0,0,4,1,24,15,0,0,0,0,4,0,1,2,0,0,0,0,0,16,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,1,0,1,0,0,1,0,6,0,0,4,6,0,0,0,0,1,0,0,2,0,4,0,15,0,0,1,1,0,0,0
2023-02-07T18,191,3,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,5,1,0,0,3,0,0,1,37,0,0,0,0,0,0,11,2,21,17,0,0,0,0,2,0,1,2,0,0,1,0,0,18,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,1,1,0,1,0,4,0,0,4,6,0,0,0,0,1,0,0,1,0,0,0,20,0,0,2,0,0,0,0
2023-02-07T19,200,1,0,0,0,0,1,1,0,0,0,3,0,0,0,0,1,0,5,1,0,0,4,0,0,0,51,0,0,0,0,0,0,4,0,19,27,0,0,0,0,3,0,1,0,0,0,0,0,0,10,0,1,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,1,0,0,1,0,5,0,0,4,5,0,0,0,0,3,0,0,2,0,1,0,17,0,0,1,0,0,0,0
2023-02-07T20,190,2,0,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0,5,0,0,0,5,0,0,0,36,0,0,0,0,0,0,5,0,16,25,0,0,0,0,1,0,1,0,0,0,0,0,0,19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,2,1,0,0,0,5,0,0,3,5,0,0,0,0,4,0,0,1,0,1,0,15,0,0,0,1,1,0,0
2023-02-07T21,171,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,7,1,0,0,3,0,0,1,23,0,0,0,0,0,0,4,1,13,19,0,0,0,0,3,0,1,0,0,0,0,0,0,19,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,6,0,0,0,0,0,0,0,2,0,2,0,27,0,0,0,0,1,0,0
2023-02-07T22,144,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,3,0,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,2,0,7,16,0,0,0,0,0,0,0,0,0,0,2,0,0,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11,2,0,0,0,0,0,0,1,0,0,0,4,0,0,1,6,0,0,0,1,1,0,0,2,0,5,0,29,0,0,0,2,0,0,0
2023-02-07T23,140,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,17,0,0,0,3,0,0,1,14,0,0,0,0,0,0,3,0,6,8,0,0,0,0,2,0,0,1,1,0,1,0,0,14,0,4,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,1,0,2,0,1,0,5,1,0,1,9,0,0,0,0,1,0,0,0,1,1,1,21,0,0,0,1,0,0,0
2023-02-08T00,133,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,19,1,0,0,5,1,0,0,8,0,1,0,0,0,0,1,0,4,5,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,9,0,0,0,0,1,0,0,0,0,2,1,43,1,0,0,1,0,0,0
2023-02-08T01,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,45,1,0,0,2,0,0,0
2023-02-08T02,103,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,17,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,2,0,0,0,0,2,0,42,0,0,0,0,0,0,0
2023-02-08T03,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,1,1,0,0,1,0,0,2,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,42,0,0,0,1,0,1,0
2023-02-08T04,84,1,0,0,0,0,0,2,0,0,0,1,0,2,0,0,3,0,10,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,26,0,0,0,1,0,1,0
2023-02-08T05,58,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0,0,0
2023-02-08T06,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,19,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,17,0,0,0,0,0,0,0
2023-02-08T07,100,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,3,1,0,1,6,0,0,0,0,0,1,0,0,2,4,0,0,0,0,2,1,0,1,0,0,6,0,0,1,0,6,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,7,0,0,0,0,1,0,1,0,0,1,0,29,0,0,1,2,0,0,0
2023-02-08T08,105,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4,1,0,1,16,0,0,0,0,0,1,1,0,3,4,0,0,0,0,2,1,0,1,0,0,4,0,0,2,0,5,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,6,0,0,0,0,3,0,1,0,0,1,0,23,0,0,1,1,0,0,0
2023-02-08T09,82,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,0,0,0,11,0,0,0,0,0,0,1,0,5,3,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,2,0,0,0,0,4,0,23,0,0,0,0,0,0,0
2023-02-08T10,96,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,3,1,5,5,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,2,0,0,0,0,5,0,25,0,0,0,1,0,0,0
2023-02-08T11,101,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18,0,0,0,7,0,0,0,0,0,0,3,0,4,4,0,0,0,0,2,0,0,0,0,0,2,0,1,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,1,0,0,0,2,0,0,1,6,0,0,0,0,2,0,0,0,0,3,0,25,0,0,0,1,1,0,0
2023-02-08T12,126,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,16,1,0,0,9,1,0,0,0,0,0,0,0,4,3,0,0,0,0,9,0,0,3,0,0,4,0,0,6,1,3,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,3,0,0,0,1,3,0,0,1,0,0,0,1,0,0,0,14,0,0,0,0,3,0,0,0,0,1,0,24,0,0,0,1,1,0,0
2023-02-08T13,147,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,6,1,0,0,19,1,0,0,15,0,1,0,0,0,0,0,0,7,4,0,0,0,0,17,0,0,4,0,0,2,0,0,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,0,2,0,2,0,0,2,8,0,0,0,0,5,0,0,0,0,7,0,19,0,0,0,1,0,0,0
2023-02-08T14,140,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,26,0,0,0,14,0,0,0,0,0,0,0,0,10,3,0,0,0,0,2,0,1,1,0,0,0,0,0,7,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,2,0,0,0,0,1,0,1,0,1,2,7,0,0,0,0,7,0,0,0,0,9,0,18,0,0,0,0,0,0,0
2023-02-08T15,187,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4,1,0,0,34,2,0,1,19,0,0,0,0,0,0,2,1,7,9,0,0,0,0,3,0,0,1,0,0,1,0,0,7,0,12,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,14,0,0,0,0,1,0,2,0,0,0,0,3,0,0,2,6,0,0,0,0,7,0,0,0,1,6,1,28,0,0,0,0,0,0,0
2023-02-08T16,150,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,7,1,0,0,25,1,0,0,0,0,0,5,0,9,11,0,0,0,0,1,0,0,0,0,0,3,0,0,14,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,1,0,0,0,1,0,3,0,0,2,6,0,0,0,0,6,0,0,0,0,1,0,28,0,0,0,1,0,0,0
2023-02-08T17,192,3,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,3,2,1,0,2,1,0,0,36,1,0,0,0,0,0,4,2,11,10,0,0,0,0,2,0,0,0,0,0,2,0,0,21,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,1,0,13,6,0,0,0,0,6,0,1,2,0,1,1,39,0,0,0,1,0,0,0
2023-02-08T18,219,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9,0,1,0,2,0,0,0,50,0,0,0,0,0,0,7,1,14,13,0,0,0,0,2,0,0,0,0,0,1,0,0,18,0,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,20,0,0,0,0,0,0,1,1,0,0,0,7,0,0,8,6,0,0,0,0,5,0,0,1,0,2,0,37,0,0,0,2,0,0,0
2023-02-08T19,223,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,9,1,0,0,4,0,0,0,64,1,0,0,0,0,0,10,0,14,17,0,0,0,0,2,0,1,0,0,0,0,0,0,11,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,3,0,0,14,5,0,0,0,0,4,0,0,0,0,0,2,29,0,0,0,0,0,0,0
2023-02-08T20,175,3,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,12,0,0,0,3,0,0,0,36,0,0,0,0,0,0,8,0,20,15,0,0,0,0,2,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,2,0,0,0,1,0,0,1,0,0,0,0,3,5,0,1,0,0,1,0,0,3,0,0,0,22,0,0,0,0,0,0,0
2023-02-08T21,175,3,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,27,0,0,0,0,0,0,2,0,17,16,0,0,0,0,3,0,0,0,1,1,5,0,1,17,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,1,1,0,4,0,2,0,0,2,7,0,0,0,0,2,0,0,1,0,1,0,25,0,0,0,2,0,0,0
2023-02-08T22,135,2,0,0,0,0,0,2,0,0,1,2,0,0,0,0,1,0,7,2,1,0,10,0,0,0,19,0,0,0,0,0,0,2,0,7,9,0,0,0,0,1,0,0,0,0,0,4,0,0,13,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,2,0,1,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,25,0,0,0,1,0,0,0
2023-02-08T23,164,6,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,16,1,0,0,17,0,0,0,12,0,0,0,0,0,0,1,0,5,13,1,0,0,0,1,0,0,0,0,0,3,0,1,11,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,1,0,0,5,0,1,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,42,0,0,0,1,1,0,0
2023-02-09T00,111,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,16,2,0,0,7,2,0,0,8,0,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,3,0,1,7,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,1,0,0
